Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTOPT600073A;Uruguay can rest;;;;;;;;;;;;;
EVTNAME700000;Death of Francia;;;;;;;;;;;;;
EVTDESC700000;Paraguayan supreme dictator, José Gaspar Rodríguez de Francia, took several precautions against assassination. He would lock the Palace doors himself, unroll the cigars his sister made to ensure there was no poison, prepare his own yerba mate, and sleep with a pistol under his pillow. No one could come within six paces of him, or even bear a cane near him. Whenever he would go out riding, he had all bushes and trees along the route uprooted so that assassins could not hide. All shutters had to be closed, and pedestrians had to prostrate before him as he passed. Sensing his mortality, he destroyed all his papers and refused medical aid, even lashing out at a physician with his sabre. In this day, Francia breathed his last and passed away. Francia left the state treasury with at least twice as much money in it as when he took office, including 36,500 pesos of his unspent salary, the equivalent of several years' pay. His daughter later burnt all his furniture after his death.;;;;;;;;;;;;;
EVTOPT700000A;The end of an era.;;;;;;;;;;;;;
EVTNAME700001;The Rise of Carlos Lopéz;;;;;;;;;;;;;
EVTDESC700001;Carlos Antonio López Ynsfrán, nephew of Francia, attracted the hostility of the dictator and uncle and he was forced to keep in hiding for several years. He was briefly secretary of the military junta that ruled the country after Francia's death and today, after years of confusion and chaos since Francia's death, he was chosen as the country's first consul--a post equivalent to that of president -- ruling alongside Mariano Roque Alonso.;;;;;;;;;;;;;
EVTOPT700001A;What the future holds for Paraguay?;;;;;;;;;;;;;
EVTNAME700002;Carlos López Takes Power;;;;;;;;;;;;;
EVTDESC700002;Paraguay's Consul, Carlos López, exiled Roque and assumed dictatorial powers. The Congress approved the first Paraguayan Constitution — probably the work of Lopez himself. A few months later, Congress changed his post from consul to president, and elected him to the new post for a 10-year term. The constitution not only legally sanctioned López' dictatorial powers, but included no guarantees of civil rights. Indeed, the word "liberty" was not even mentioned in the text.\nHis government now is directing energy towards developing the material resources and strengthening the military power of the country. One of his first actions was to strengthen Paraguay's grip on the Chaco region by building forts and founding villages.;;;;;;;;;;;;;
EVTOPT700002A;For the glory of Paraguay!;;;;;;;;;;;;;
EVTOPT700002B;Try to fight for democracy!;;;;;;;;;;;;;
EVTNAME700003;Foreign Policy;;;;;;;;;;;;;
EVTDESC700003;López lead an extremely aggressive foreign policy which frequently caused attrition with other governments. In 1853, he refused to ratify a commercial and navigational treaty with the United States and began confiscating the property of American citizens residing in Paraguay. Because of a dispute with Britain, López closed Paraguayan waters to foreign warships. Today, Paraguayan soldiers fired upon an American ship engaged in a scientific survey of the Parana River, killing one American crew member.;;;;;;;;;;;;;
EVTOPT700003A;Who gives a hoot about yankees anyway?;;;;;;;;;;;;;
EVTOPT700003B;Issue an official apology.;;;;;;;;;;;;;
EVTNAME700004;The Paraguay Expedition;;;;;;;;;;;;;
EVTDESC700004;Some years ago, the American ship USS Water Witch was doing a scientific expedition on the Paraná River when Paraguayan troops fired against it. This act of aggression wasn't met by an official apology by Paraguayan dictator Carlos López. This insult went unanswered for too long. Now, the US Congress authorized for a Naval Squadron to be sent to Paraguay to seek redress from Paraguay for the shelling of the Water Witch, which had resulted in the death of the an American citizen, the ship's helmsman.;;;;;;;;;;;;;
EVTOPT700004A;Time to show American gunboat diplomacy.;;;;;;;;;;;;;
EVTOPT700004B;Drop the matter, it's not worth it.;;;;;;;;;;;;;
EVTNAME700005;The USA asks for military access;;;;;;;;;;;;;
EVTDESC700005;Tensions between the United States of America and Paraguay reached a critical point this year as the USA plans to seek an apology for the shelling of one of its ships on the Parana river. The United States of America asked our government military access so they can enter Paraguayan territory in seek of their redress.;;;;;;;;;;;;;
EVTOPT700005A;The yankees can pass through our territory.;;;;;;;;;;;;;
EVTOPT700005B;We don't want any involvement on this matter.;;;;;;;;;;;;;
EVTNAME700006;Uruguay gave us military access;;;;;;;;;;;;;
EVTDESC700006;The Uruguayan government gave us military access for our expedition against Paraguay.;;;;;;;;;;;;;
EVTOPT700006A;Contact Flag Officer William B. Shubrick. Let the expedition begin.;;;;;;;;;;;;;
EVTOPT700006B;Better to leave this issue behind us.;;;;;;;;;;;;;
EVTNAME700007;Uruguay refuse to give military access;;;;;;;;;;;;;
EVTDESC700007;The Uruguayan government refuse to give us military access for our expedition against Paraguay.;;;;;;;;;;;;;
EVTOPT700007A;The expedition will happen one way or another.;;;;;;;;;;;;;
EVTOPT700007B;Better to leave issue this behind us.;;;;;;;;;;;;;
EVTNAME700008;The USA Expedition;;;;;;;;;;;;;
EVTDESC700008;The United States of America sent an expedition to get an official apology for our attack against one of its ships. There are rumours of yankee ships in the coast and that the Uruguayans will let the yankees through their territory and if they do, we might face a defeat that will shake off our government.;;;;;;;;;;;;;
EVTOPT700008A;Send them an official apology and pay indemnifications.;;;;;;;;;;;;;
EVTOPT700008B;The Paraguayans will never submit!;;;;;;;;;;;;;
EVTOPT700008C;Let us bide our time.;;;;;;;;;;;;;
EVTNAME700009;The Expedition Ends;;;;;;;;;;;;;
EVTDESC700009;Our military sent a few gunboats up the Paraná River for target practice in Paraguay and military exercises. A few months of gunboat diplomacy and a few demonstrations of our military might and Paraguay agreed to issue an official apology and already paid indemnifications for the death of our sailor.;;;;;;;;;;;;;
EVTOPT700009A;Justice is served.;;;;;;;;;;;;;
EVTOPT700009B;We already got the reparations? Great! Now continue the war.;;;;;;;;;;;;;
EVTNAME700010;Paraguay Occupies Misiones;;;;;;;;;;;;;
EVTDESC700010;The Paraguayan dictator built a fort overnight and occupied the province of Misiones, claiming the ethnic majority is Guarani and therefore should be ruled by him.;;;;;;;;;;;;;
EVTOPT700010A;Irrelevant, Paraguay is a province of Argentina.;;;;;;;;;;;;;
EVTNAME700011;Francia's Utopia;;;;;;;;;;;;;
EVTDESC700011;Dr. José Gaspar Rodríguez de Francia y Velasco is a Paraguayan lawyer and the Dictator of Paraguay. Originally a professor of philosophy, he entered the cabildo of Asunción while working as a lawyer and rose to become the head of the cabildo. After the proclamation of the Paraguayan Republic he became an important political leader in South America, and was eventually installed as supreme leader before being declared dictator for life. \n Inspired by French revolutionary ideals, Francia sought to create a utopian state based on Rosseau's Social Contract. Although he strived for equality of the people, Francia ruthlessly destroyed any opposition and created a Police state, imprisoning all those he deemed seditious. \n Francia lived a spartan lifestyle, and apart from some books and furniture, his only possessions were a tobacco case and a pewter confectionery box.;;;;;;;;;;;;;
EVTOPT700011A;Long may he live!;;;;;;;;;;;;;
EVTNAME700012;A Stab in the Back;;;;;;;;;;;;;
EVTDESC700012;After receiving our indemnification and apologies, what was asked for, the USA decided to declared war against us. As a consequence, their reputation in the eyes of the world fell, but what will be the consequences for our country?;;;;;;;;;;;;;
EVTOPT700012A;Traitorous bastards!;;;;;;;;;;;;;
EVTNAME500000;The Organic Statute of Poland;;;;;;;;;;;;;
EVTDESC500000;The Organic Statute of the Kingdom of Poland was a Statute which replaced the Constitution of 1815 in the aftermath of the failed November Uprising in the Russian Partition. The Statute was pronounced in occupied Warsaw on March 1832 by Marshal Ivan Fyodorovich Paskevich, who named himself a namestnik. The Statute, signed by Emperor Nicholas I of Russia, replaced the personal union between the Kingdom of Poland and the Russian Empire with the "eternal incorporation" of Poland into Russia. The Parliament of the Kingdom was abolished, and its army merged with the Russian Army. \n §RNOTE: Congress Poland is an extremely hard to play substate. You won't get any soldiers and when the Polish Uprising begins you will probably lose the game.§W;;;;;;;;;;;;;
EVTOPT500000A;When will the Poles be free?;;;;;;;;;;;;;
EVTNAME500001;The Polish Uprising of $YEAR$;;;;;;;;;;;;;
EVTDESC500001;After the latest war our subjects in Poland and other parts of our empire began to grow restless. The uprising began as a spontaneous protest by young Poles against conscription into the $COUNTRY_ADJ$ Army. It was soon joined by high-ranking Polish-Lithuanian officers and various politicians. In Warsaw alone 116 demonstrations were held in $YEAR$. Much of these manifestations in ended in clashes with the $COUNTRY_ADJ$ Army. In spite of $COUNTRY_ADJ$ police interference, a symbolic meeting of hymn-singing Poles and Lithuanians took place on the bridge across an important River. The crowds sang "God protect Poland" in Lithuanian and Belarusian. Earlier in $YEAR$ the $COUNTRY_ADJ$ government introduced a state of emergency in Kovno and Grodno as well as several other Polish-majority provinces. Public gatherings were banned and some public leaders were declared outlaws. The situation threatens to break down in anarchy.;;;;;;;;;;;;;
EVTOPT500001A;Suppress them immediately.;;;;;;;;;;;;;
EVTOPT500001C;Let them be free.;;;;;;;;;;;;;
EVTOPT500001D;Onwards to Poland!;;;;;;;;;;;;;
EVTNAME500002;The Polish Uprising;;;;;;;;;;;;;
EVTDESC500002;Poles in $FROMCOUNTRY$, together with some other nationalities in the territory of the former Polish-Lithuanian Commonwealth, started a general uprising against the $FROMCOUNTRY_ADJ$ government. There is an outcry from some sectors of our population to support Polish freedom, but there wouldn't be any problems if we stayed neutral on this matter either.;;;;;;;;;;;;;
EVTOPT500002A;Help the Poles in any way we can. §R(Pay or owe 20,000¤)§W;;;;;;;;;;;;;
EVTOPT500002B;Condemn $FROMCOUNTRY$'s action.;;;;;;;;;;;;;
EVTOPT500002C;Stay neutral on the matter.;;;;;;;;;;;;;
EVTOPT500002D;Pronounce our support to $FROMCOUNTRY$.;;;;;;;;;;;;;
EVTNAME500003;The Polish Rebellion is Crushed;;;;;;;;;;;;;
EVTDESC500003;Traugutt, the insurrection general, and four other members of the Polish Government were apprehended by $COUNTRY_ADJ$ troops and executed at the Warsaw citadel. In the course of the war several battles and skirmishes were fought and some twenty-five thousand Poles were killed. The $COUNTRY_ADJ$ $MONARCHTITLE$ passed laws and edicts to make the land an integral part of $COUNTRY$'s territory and all that remains now is to decide the fate of the rebels.;;;;;;;;;;;;;
EVTOPT500003A;There will be harsh reprisals.;;;;;;;;;;;;;
EVTOPT500003B;Be lenient with them.;;;;;;;;;;;;;
EVTNAME132002;Government Overthrown in $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC132002;Our puppet government in $FROMCOUNTRY$ was overthrown and the new government has declared it will not take any orders from us!;;;;;;;;;;;;;
EVTNAME4661006;Bolivian-Argentine Border Treaty;;;;;;;;;;;;;
EVTDESC4661006;The border between Bolivia and Argentina has long been under influence of Caudillos from both countries, the provinces being raided and conquered numerous times. The Bolivians conquered Cochinoca, an Argentine province, using the attempt to stop Argentinian Caudillos from raiding Bolivia's countryside as the justification. After the recent war the Argentine took Cochinoca and Tarija, the latter being claimed by some Argentine northern Caudillos as being part of Argentina but that province long has been under the rule of Bolivia and has mainly a Bolivian population. Now with the post-war peace talks, our diplomats proposed that we raise the question of the settlement of the borders between Bolivia and Argentina. The best deal we can get by our diplomats calculations is to offer to renounce all our claims in Cochinoca, Uquia, Jujuy and Salta in exchange for the return of Tarija and their renouncement of their claims in that province.;;;;;;;;;;;;;
EVTOPT4661006A;Make the proposal.;;;;;;;;;;;;;
EVTOPT4661006B;We will not renounce our claims.;;;;;;;;;;;;;
EVTDESC4661007;The border between Bolivia and Argentina has long been under influence of Caudillos from both countries, the provinces being raided and conquered numerous times. The Bolivians conquered Cochinoca, an Argentine province, using the attempt to stop Argentinian Caudillos from raiding Bolivia's countryside as the justification. After the recent war we took Cochinoca and Tarija, the latter being claimed by some northern Caudillos as being part of Argentina but that province long has been under the rule of Bolivia and has mainly a Bolivian population. Now with the post-war peace talks, the question of the settlement of the borders between Bolivia and Argentina was raised by the Bolivian government. They offer to renounce all their claims in Cochinoca, Uquia, Jujuy and Salta in exchange for the return of Tarija and our renouncement of our claims in that province.;;;;;;;;;;;;;
EVTOPT4661007A;We agree to their proposal.;;;;;;;;;;;;;
EVTOPT4661007B;We will not renounce our spoils of war.;;;;;;;;;;;;;
EVTNAME4661008;Argentina Agrees;;;;;;;;;;;;;
EVTDESC4661008;The Argentines agreed to our proposal and Tarija is being returned to us.;;;;;;;;;;;;;
EVTOPT4661008A;Great news!;;;;;;;;;;;;;
EVTNAME97051;The New Capital!;;;;;;;;;;;;;
EVTDESC97051;The new President of Bolivia, after the fall of the federation, proclaimed a law naming the city of the Chuquisaca as the capital of Bolivia and renaming it in honor of the revolutionary leader Antonio José de Sucre.;;;;;;;;;;;;;
EVT970501PTA;For the glory of Bolivia!!;;;;;;;;;;;;;
EVTPDII50000;The Republican Coup;;;;;;;;;;;;;
EVTDESC50000;The end of slavery had resulted in an explicit shift of support to republicanism by rich and powerful coffee farmers who held great political, economic and social power in the country. To avert a republican backlash, the government adopted a series of credit and military policies and reforms to appease the land owners. The measures made by the government alarmed the civilian republicans and the Positivists in the military corps. They saw that it would undercut support for their own aims, and were emboldened to further action. For them, it had become a case of "now or never". Although there was no desire in Brazil among the majority of the population to change the form of government, the civilian republicans began pressuring the Positivist officers to overthrow the monarchy. The Positivists launched a coup d'etat and tried to institute a republic on $YEAR$. During the whole ordeal Pedro II showed no emotion, as if unconcerned about the outcome. He only commented:;;;;;;;;;;;;;
EVTOPTA50000;If this is how it is, I will retire. I worked too much and I'm tired. Now I'll rest.;;;;;;;;;;;;;
EVTOPTB50000;Crush the rebellion!;;;;;;;;;;;;;
vargastitle;The Rise of Getulio Vargas;;;;;;;;;;;;;
vargasdesc;Vargas was born in the state of Rio Grande do Sul, into a family prominent in state politics. By 1922 he had risen rapidly in state politics and was elected to the National Congress, in which he served for four years. In 1926 Vargas became minister of finance in the Cabinet of President Washington Luís Pereira de Sousa, a post he retained until his election as governor of Rio Grande do Sul in 1928. From his position as state governor, Vargas campaigned unsuccessfully as reform candidate for the presidency of Brazil in 1930. While appearing to accept defeat, Vargas in October of that year led the revolution, organized by his friends, that overthrew the oligarchical republic. For the next 15 years Vargas assumed largely dictatorial powers, ruling most of that time without a congress. He held sole power as provisional president from Nov. 3, 1930, until July 17, 1934, when he was elected president by the constituent assembly.;;;;;;;;;;;;;
vargasopt1;Today you are with the government. Tomorrow you will be the government.;;;;;;;;;;;;;
vargasopt2;The coffee policy will prevail! Suppress this outrageous coup!;;;;;;;;;;;;;
EVTNAME50009;The Rise of the Andinos;;;;;;;;;;;;;
EVTDESC50009;The course of Venezuelan history changed markedly at the turn of the 20th century. In 1899 General Cipriano Castro, a caudillo from the Andean state of Táchira, descended on Caracas with his provincial army and seized the presidency. As a result, five successive military strongmen from Táchira, known as Andinos, controlled the nation for the next 59 years, except for an interlude in 1945–48. The longest rule being the one of General Juan Vicente Gómez. Gómez was an effective, if ruthless, dictator. By manipulating elections, abolishing all organized political activity, and monopolizing appointive powers, he established a completely subservient legislative and judicial structure.;;;;;;;;;;;;;
EVTNAME50009OPTA;We can't resist the powerful caudillos.;;;;;;;;;;;;;
EVTNAME50009OPTB;The Federation must resist this coup!;;;;;;;;;;;;;
