Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTNAME4662025;The $FROMCOUNTRY_ADJ$ Request;;;;;;;;;;;;;
EVTDESC4662025;Apparently we have been expanding too quickly, having gained the attention of $FROMCOUNTRY$. Their diplomat said that the East India Company has been expanding around their country and slowly isolating them. Their only request is to create a buffer state under $FROMCOUNTRY_ADJ$ surveillance. But the question is, why haven't they done anything to the French?;;;;;;;;;;;;;
EVTOPTA4662025;Might as well listen?;;;;;;;;;;;;;
EVTOPTB4662025;They think we are weak!;;;;;;;;;;;;;
EVTNAME4662037;Redrawing the Subcontinent;;;;;;;;;;;;;
EVTDESC4662037;Our country's victory against her enemies has given us power to negotiate for the accomplishment of our desires. In order to further our ambitions as the sole hegemon of the subcontinent, we must act wisely as to not tarnish our legacy. Or we are not $COUNTRY$ men!;;;;;;;;;;;;;
EVTOPTA4662037;We will punish!;;;;;;;;;;;;;
EVTOPTB4662037;We will emancipate!;;;;;;;;;;;;;
EVTOPTC4662037;We will accept!;;;;;;;;;;;;;
EVTNAME86016;A Golden Opportunity;;;;;;;;;;;;;
EVTDESC86016;We have recieved shocking news this morning. Our provinces on the European continent, subjugated as they are by France, have today risen up and joined the raging French Civil War. One side in the war has promised our people their lands back if they assist them in their fight.;;;;;;;;;;;;;
EVTOPTA86016;Let us return home as conquerors!;;;;;;;;;;;;;
EVTNAME86017;A Golden Opportunity;;;;;;;;;;;;;
EVTDESC86017;We have recieved shocking news this morning. Our provinces on the European continent, subjugated as they are by France, have today risen up and joined the raging French Civil War. One side in the war has promised our people their lands back if they assist them in their fight.;;;;;;;;;;;;;
EVTOPTA86017;Let us return home as conquerors!;;;;;;;;;;;;;
EVTNAME86018;The Noble Question;;;;;;;;;;;;;
EVTDESC86018;Thought the old nobility was abolished during the French Revolution, Emperor Napoleon I created a new nobility during his reign in the hopes of stabilizing his dynasty. As they have far fewer priveleges than the nobility of the old Kingdom, they have been relatively uncontroversial until now. A new faction in the Upper House, however, calling themselves the socialists, have begun attacking the institution, saying it represents a violation of the principles of equality that France should pursue. Their words are proving quite effective amongst our people, and the issue is becoming one of the largest concerns for our nation.;;;;;;;;;;;;;
EVTOPTA86018;We shall have to think about this.;;;;;;;;;;;;;
EVTNAME86019;The Debate Rages;;;;;;;;;;;;;
EVTDESC86019;The issue of the legitimacy of the Imperial nobility has taken over the political scene entirely. The socialists have proven very effective at spreading their message, and many people are now clamoring for an end to all noble offices, and some even for the abolition of the monarchy! At the same time, the nobility and its supporters have fought back, and are demanding that we guarantee their continued existence. Regardless of what we do, our actions shall have severe reprecussions.;;;;;;;;;;;;;
EVTOPTA86019;Nobility is a graceful ornament to the civil order.;;;;;;;;;;;;;
EVTOPTB86019;Gradually eliminate the noble orders.;;;;;;;;;;;;;
EVTNAME86020;Anti-Nobility Societies;;;;;;;;;;;;;
EVTDESC86020;Agitation by socialist parties has produced significant anti-noble sentiment in the raging debate.;;;;;;;;;;;;;
EVTOPTA86020;Unruly scum.;;;;;;;;;;;;;
EVTNAME86021;Pro-Nobility Societies;;;;;;;;;;;;;
EVTDESC86021;Agitation by reactionaries has produced significant pro-noble sentiment in the raging debate.;;;;;;;;;;;;;
EVTOPTA86021;Backwards scum.;;;;;;;;;;;;;
EVTNAME86022;Republican Reaction;;;;;;;;;;;;;
EVTDESC86022;It seems that many socialists are no longer content with fighting the nobility, but now propose eliminating the monarchy itself.;;;;;;;;;;;;;
EVTOPTA86022;Let them try.;;;;;;;;;;;;;
EVTNAME86023;Bourbon Beliefs;;;;;;;;;;;;;
EVTDESC86023;It seems that many reactionaries are no longer content with keeping the nobility, but now propose restoring the Bourbon dynasty to the throne.;;;;;;;;;;;;;
EVTOPTA86023;Let them try.;;;;;;;;;;;;;
EVTNAME86024;An End to Empire?;;;;;;;;;;;;;
EVTDESC86024;The event we have feared has come: the socialists and their ilk have risen against us and declared themselves the legitimate government of France. With the goal of establishing a Republic and overthrowing the Bonaparte dynasty, many Frenchmen have rallied to their call. There are many bloody years ahead for France. Be warned, though: a White Peace will not satisfy the people. Attempting to do so will lead to violence quickly starting again, until one side has reached 100 war exhaustion.;;;;;;;;;;;;;
EVTOPTA86024;Vive l'Empereur!;;;;;;;;;;;;;
EVTOPTB86024;Vive la Republique!;;;;;;;;;;;;;
EVTNAME86025;The Return of the Bourbons.;;;;;;;;;;;;;
EVTDESC86025;The event we have feared has come: the reactionaries and their ilk have risen against us and declared themselves the legitimate government of France. The Bourbon pretender has landed upon French soil, and with the goal of establishing himself as the King of France, many Frenchmen have rallied to his call. There are many bloody years ahead for France. Be warned, though: A White Peace will not satisfy the people. Attempting to do so will lead to violence quickly starting again, until one side has reached 100 war exhaustion.;;;;;;;;;;;;;
EVTOPTA86025;Vive l'Empereur!;;;;;;;;;;;;;
EVTOPTB86025;Vive le Roi!;;;;;;;;;;;;;
EVTNAME86029;The War Ends;;;;;;;;;;;;;
EVTDESC86029;Our people have been exhausted for far too long and have risen up and taken the capital. Word is coming around that they're surrendering in order to reunite the country once more and bring back peace.;;;;;;;;;;;;;
EVTOPTA86029;What a shame.;;;;;;;;;;;;;
EVTNAME86030;The Lavender Terror;;;;;;;;;;;;;
EVTDESC86030;The Civil War is over. Victory was acheived on the battlefield, but many Frenchmen still favor the Republicans. We are seeking them out and giving them their fair due, and the nation is finally being reunited under the banner of the Bonapartes and the Empire.;;;;;;;;;;;;;
EVTOPTA86030;God bless Emperor Napoleon.;;;;;;;;;;;;;
EVTNAME86031;The Lavender Terror;;;;;;;;;;;;;
EVTDESC86031;The Civil War is over. Victory was acheived on the battlefield, but many Frenchmen still favor the Legitimists. We are seeking them out and giving them their fair due, and the nation is finally being reunited under the banner of the Bonapartes and the Empire.;;;;;;;;;;;;;
EVTOPTA86031;God bless Emperor Napoleon.;;;;;;;;;;;;;
EVTNAME86032;The Red Terror;;;;;;;;;;;;;
EVTDESC86032;The Civil War is over. Victory was acheived on the battlefield, but many Frenchmen still favor the Bonapartists. We are seeking them out and giving them their fair due, and the nation is finally being reunited under the banner of Equality and the Republic.;;;;;;;;;;;;;
EVTOPTA86032;We have a lot of work ahead.;;;;;;;;;;;;;
EVTNAME86033;The White Terror;;;;;;;;;;;;;
EVTDESC86033;The Civil War is over. Victory was acheived on the battlefield, but many Frenchmen still favor the Bonapartists. We are seeking them out and giving them their fair due, and the nation is finally being reunited under the banner of God and the Bourbons.;;;;;;;;;;;;;
EVTOPTA86033;France is whole once more.;;;;;;;;;;;;;
EVTNAME86034;The People do not Accept the Peace;;;;;;;;;;;;;
EVTDESC86034;Some in our government thought that the best way to deal with the Civil War was to make a temporary peace with the enmey in order to lick our wounds are rebuild our armies. Unfortunately, our people do not agree, and our armies have begun to reattack the enemy.;;;;;;;;;;;;;
EVTOPTA86034;There shall be no peace until France is whole once more.;;;;;;;;;;;;;
EVTNAME86035;The People do not Accept the Peace;;;;;;;;;;;;;
EVTDESC86035;Some in our government thought that the best way to deal with the Civil War was to make a temporary peace with the enmey in order to lick our wounds are rebuild our armies. Unfortunately, our people do not agree, and our armies have begun to reattack the enemy.;;;;;;;;;;;;;
EVTOPTA86035;There shall be no peace until France is whole once more.;;;;;;;;;;;;;
EVTNAME86036;On the Verge of Civil War;;;;;;;;;;;;;
EVTDESC86036;The Noble Question has completely torn our nation apart. Our decision to keep the nobility has produced an extreme egalitarian sentiment from the socialists, and many of them stand ready to wage war against us in the hopes of creating a more equal society without a monarchy. However, a group of socialists has come to us and proposed a deal. If we make significant political and economic concessions to them, they will call off their dogs. Doing so will greatly strengthen liberal elements in our nation and anger conservative ones, along with making us look weak, but refusing will mean Civil War.;;;;;;;;;;;;;
EVTOPTA86036;It seems we must accept.;;;;;;;;;;;;;
EVTOPTB86036;We shall not sell our glory to such scum! War it is!;;;;;;;;;;;;;
EVTNAME86037;On the Verge of Civil War;;;;;;;;;;;;;
EVTDESC86037;The Noble Question has completely torn our nation apart. Our policy of gradually eliminating the nobility has produced an extreme reaction from them and their supporters, and many of them stand ready to wage war against us in the hopes of creating a less egalitarian society with a Bourbon on the throne. However, a group of nobles has come to us and proposed a deal. If we make significant political and economic concessions to them, they will call off their dogs. Doing so will greatly strengthen backwards elements in our nation and anger liberal ones, along with making us look weak, but refusing will mean Civil War.;;;;;;;;;;;;;
EVTOPTA86037;It seems we must accept.;;;;;;;;;;;;;
EVTOPTB86037;We shall not sell our glory to these pigs! War it is!;;;;;;;;;;;;;
EVTNAME86038;Our Nation, Restored;;;;;;;;;;;;;
EVTDESC86038;Our brave brothers on the European continent have successfully navigated the sides of the French Civil War, and have gained independence for our territory. Unanimously, a Congress of representatives from them has decided to reunify with us. This is a glorious day for our country.;;;;;;;;;;;;;
EVTOPTA86038;We are whole once more.;;;;;;;;;;;;;
EVTNAME86039;Our Nation, Restored;;;;;;;;;;;;;
EVTDESC86039;Our brave brothers on the European continent have successfully navigated the sides of the French Civil War, and have gained independence for our territory. Unanimously, a Congress of representatives from them has decided to reunify with us. This is a glorious day for our country.;;;;;;;;;;;;;
EVTOPTA86039;We are whole once more.;;;;;;;;;;;;;
EVTNAME66649;The Union Intervention;;;;;;;;;;;;;
EVTDESC66649;Though we have generally pursued friendly relations with the British Union since our independence, one issue of contention between us has always been our treatment of the British and Protestant minorities within our borders. While we do our best to protect them, there are often many acts of violence committed against them by zealous Irish nationalists. Unfortunately, we have today recieved word that the Union no longer considers us to be doing an adequate job in protecting them, and is now claiming Northern Ireland as their own while preparing a military expedition to seize it from us.;;;;;;;;;;;;;
EVTOPTA66649;This is an outrage!;;;;;;;;;;;;;
EVTNAME66650;Imperial Protection?;;;;;;;;;;;;;
EVTDESC66650;News of the recent claiming of North Ireland by the British Union has reached the ears of our former tyrannical masters in exile. They have offered us an alliance against the Union in exchange for the ceding of a port to them so that their military can be stationed in Ireland and a recognition by us of Victoria as our Queen. Though we would retain full autonomy in such an arrangement, many feel that this is an intrusion on our sovereignty and that an agreement with the Empire would be no better than a deal with the Devil. Rerusing their help, however, will mean we will have little between us and the Union's might.;;;;;;;;;;;;;
EVTOPTA66650;Their protection would be most welcome.;;;;;;;;;;;;;
EVTOPTB66650;We make no deals with tyrants!;;;;;;;;;;;;;
EVTNAME66651;Imperial Protection;;;;;;;;;;;;;
EVTDESC66651;News has reached us that the oligarchic regime in Canada has attempted to take advatage of our recent dispute with Ireland by establishing a military base there and by forging an alliance with Ireland. It seems our attempt to establish ourselves there just got a bit more complicated.;;;;;;;;;;;;;
EVTOPTA66651;Drat.;;;;;;;;;;;;;
EVTNAME66652;Imperial Acceptance;;;;;;;;;;;;;
EVTDESC66652;Ireland has proven to be wise enough to accept our offer of protection. They have agreed to recognize Victoria as the Queen of Ireland and have ceded a base of operations for our troops to us. Our future chances of retaking the Isles now look a bit brighter.;;;;;;;;;;;;;
EVTOPTA66652;Excellent.;;;;;;;;;;;;;
EVTNAME66653;Imperial Rejection;;;;;;;;;;;;;
EVTDESC66653;Ireland has proven to be foolish enough to reject our offer of protection. Our future chances of retaking the Isles now look a bit dimmer.;;;;;;;;;;;;;
EVTOPTA66653;Drat.;;;;;;;;;;;;;
EVTNAME66654;Irish Overtures;;;;;;;;;;;;;
EVTDESC66654;Ireland has proven to be very disturbed by our recent actions in preparation for liberating the British population of Northern Ireland. However, rather than boisterously opposing us, they have today sent a delegation to negotiate with us in the hopes of peacefully resolving the situation. What shall we tell them?;;;;;;;;;;;;;
EVTOPTA66654;They must stop persecuting the Protestants.;;;;;;;;;;;;;
EVTOPTB66654;Send them away.;;;;;;;;;;;;;
EVTNAME66655;Union Negotiations;;;;;;;;;;;;;
EVTDESC66655;While the British Union has proven willing to consider abandoning their claims on Northern Ireland, their price is somewhat high. They demand an end to the persecution of the British population and an opening of the government to Protestants, which would mean an end to the dominance of the Catholic party. Refusing them, however, would surely mean an eventual war.;;;;;;;;;;;;;
EVTOPTA66655;We accept their terms.;;;;;;;;;;;;;
EVTOPTB66655;These terms are an insult!.;;;;;;;;;;;;;
EVTNAME66656;The Union Rejection;;;;;;;;;;;;;
EVTDESC66656;It seems the British Union is unwilling to negotiate over their claims to Northern Ireland. It looks as though we shall have to prepare for war.;;;;;;;;;;;;;
EVTOPTA66656;Drat.;;;;;;;;;;;;;
EVTNAME66657;The Irish Rejection;;;;;;;;;;;;;
EVTDESC66657;It seems that Ireland is unwilling to negotiate over the status of the British population of Ireland. It seems that if we want to protect our people, we shall have to do so by force of arms.;;;;;;;;;;;;;
EVTOPTA66657;Stubborn Irishmen.;;;;;;;;;;;;;
EVTNAME66658;The Irish Accords;;;;;;;;;;;;;
EVTDESC66658;It seems that Ireland has accepted our terms concerning the status of the British population of Ireland. As such, we have withdrawn our claims, and our relations have been repaired. Ireland will remain a strong bulwark against the Canadian revanchists.;;;;;;;;;;;;;
EVTOPTA66658;Wonderful!;;;;;;;;;;;;;
EVTNAME66659;The Irish Accords;;;;;;;;;;;;;
EVTDESC66659;Though they rejected our offering, it seems that Ireland has accepted a compromise with the British Union and has repaired their relations with them. It will be difficult to establish a foothold in the region for the time being.;;;;;;;;;;;;;
EVTOPTA66659;Damned Potato-Eaters.;;;;;;;;;;;;;
EVTNAME66660;Protecting our People;;;;;;;;;;;;;
EVTDESC66660;Since we lost Ireland in the War of the Sixth Coalition, politics there have been dominated by the dictatorial Catholic Party, who refuse to allow the people any real say in the government and who brutally oppress the British and Protestant residents of the Island. While we have no desire to hold Ireland like the corrupt Hanoverians did, the persecution has grown so intense that more than half our government has come to believe that it will be necessary to intervene in Ireland for the sake of securing our bretheren's safety.;;;;;;;;;;;;;
EVTOPTA66660;Damned Potato-Eaters.;;;;;;;;;;;;;
EVTNAME66600;The Chill Australian Wind;;;;;;;;;;;;;
EVTDESC66600;Since the British Revolution of 1825, the former penal-colony of Australia has been one of the most fiercely divided regions of the world. Half of the population is strongly pro-monarchy while the other half is strongly pro-Union, and there are almost no neutrals. Acts of violence against the other side are common, and more than one man has been killed by a brother who supported the other side. Recently, however, the situation has gotten much worse. It is likely that within about three months, Australia will break out into a full-blown civil war between Unionists and Monarchists. The amount of division of opinion about the monarchy will likely prevent us from directly employing forces to quell the coming war, but we can start attempting to ensure our supporters win right now through a propaganda campaign.;;;;;;;;;;;;;
EVTOPTA66600;Australia will be ours.;;;;;;;;;;;;;
EVTNAME66601;The Australian War;;;;;;;;;;;;;
EVTDESC66601;As feared, the colony of Australia has erupted into complete violence. Supporters of the British Union have taken up arms against supporters of the Empire, and cities all over the continent are declaring themselves for one side or the other. While some in our cabinet are pushing for us to immediately land troops to quell the fighting, and thus treat this as a colonial uprising, many of our ministers urge caution. There are many in our Empire who sympathize with the Union, and it is feared that an armed intervention, unless the Union makes the first move, will lead to an eruption of disloyal sentiment everywhere. Instead, if we wish, we can covertly support our supporters in Australia, though the Union will no doubt be doing the same. The war will end when one side either conquers the other or reaches 40 War Exhaustion.;;;;;;;;;;;;;
EVTOPTA66601;Caution may be the best policy.;;;;;;;;;;;;;
EVTNAME66602;The Australian War;;;;;;;;;;;;;
EVTDESC66602;As many predicted, the Imperial colony of Australia has erupted into complete violence. Supporters of the British Union have taken up arms against supporters of the Empire, and cities all over the continent are declaring themselves for one side or the other. While some in our cabinet are pushing for us to immediately land troops to quell the fighting, and thus treat this as a liberation of our bretheren, many of our ministers urge caution. There are many in the Republic who sympathize with the old monarchy, and it is feared that an armed intervention, unless the Empire makes the first move, will lead to an eruption of disloyal sentiment everywhere. Instead, if we wish, we can covertly support our supporters in Australia, though the Empire will no doubt be doing the same. The war will end when one side either conquers the other or reaches 40 War Exhaustion.;;;;;;;;;;;;;
EVTNAME66607;The Unionist Victory;;;;;;;;;;;;;
EVTDESC66607;News has reached us that the last bastion of the Imperial forces in Australia has fallen to our supporters today. Overwhelmingly, the people of Australia, our forcibly-divided bretheren, have chose to embrace democracy and throw off the shackles of monarchy. Today we have dealt the House of Hanover an extreme blow.;;;;;;;;;;;;;
EVTOPTA66607;Long live the Union!;;;;;;;;;;;;;
EVTNAME66609;The Imperialist Victory;;;;;;;;;;;;;
EVTDESC66609;News has reached us that the last bastion of the Union forces in Australia has fallen to our supporters today. Overwhelmingly, the people of Australia, our loyal subjects, have chose to retain monarchy and reject the honeyed words of republicanism. Today we have dealt the Unionists usurpers an extreme blow.;;;;;;;;;;;;;
EVTOPTA66609;God save the Queen!;;;;;;;;;;;;;
EVTNAME66610;A Prime Opportunity;;;;;;;;;;;;;
